_meta_source,_meta_hs_prefix,_meta_fetched_at_utc,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8
IMPORT,7019.72.15.00,2026-02-13T21:07:18.228243+00:00,7019.72.15.00,4,Other (622),"[""m<sup>2<\/sup>"",""kg""]",6%,"Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)",50%,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,3,Other:,,,,,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,4,Not colored:,,,,,
IMPORT,7019.72.30.00,2026-02-13T21:07:18.228243+00:00,7019.72.30.00,5,Fiberglass tire cord fabric woven from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds (622),"[""m<sup>2<\/sup>"",""kg""]",Free,,50%,
IMPORT,7019.72.40,2026-02-13T21:07:18.228243+00:00,7019.72.40,5,Other,,7.3%,"Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)",50%,
IMPORT,7019.72.40.30,2026-02-13T21:07:18.228243+00:00,7019.72.40.30,6,Silica filament fabric of filaments with silica content greater than 93 percent (622),"[""m<sup>2<\/sup>"",""kg""]",,,,
IMPORT,7019.72.40.60,2026-02-13T21:07:18.228243+00:00,7019.72.40.60,6,Other (622),"[""m<sup>2<\/sup>"",""kg""]",,,,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,4,Colored:,,,,,
IMPORT,7019.72.70.00,2026-02-13T21:07:18.228243+00:00,7019.72.70.00,5,Fiberglass tire cord fabric woven from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds (622),"[""m<sup>2<\/sup>"",""kg""]",Free,,60%,
IMPORT,7019.72.90,2026-02-13T21:07:18.228243+00:00,7019.72.90,5,Other,,7%,"Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)",60%,
IMPORT,7019.72.90.30,2026-02-13T21:07:18.228243+00:00,7019.72.90.30,6,Silica filament fabric of filaments with silica content greater than 93 percent (622),"[""m<sup>2<\/sup>"",""kg""]",,,,
IMPORT,7019.72.90.60,2026-02-13T21:07:18.228243+00:00,7019.72.90.60,6,Other (622),"[""m<sup>2<\/sup>"",""kg""]",,,,
IMPORT,7019.73,2026-02-13T21:07:18.228243+00:00,7019.73,2,Other open fabrics:,,,,,
IMPORT,7019.73.51.00,2026-02-13T21:07:18.228243+00:00,7019.73.51.00,3,Fiberglass tire cord woven from electrically nonconductive continuous fiberglass filaments <il>9 microns</il> in diameter to 11 microns in diameter and impregnated with resorcinol formaldehyde latex treatment for adhesion to polymeric compounds (622),"[""m<sup>2<\/sup>"",""kg""]",Free,,50%,
IMPORT,7019.73.90,2026-02-13T21:07:18.228243+00:00,7019.73.90,3,Other,,6%,"Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P,PA, PE,S,SG)",50%,
IMPORT,7019.73.90.10,2026-02-13T21:07:18.228243+00:00,7019.73.90.10,4,Weighing 185 grams or less per square meter (622),"[""m<sup>2<\/sup>"",""kg""]",,,,
IMPORT,7019.73.90.90,2026-02-13T21:07:18.228243+00:00,7019.73.90.90,4,Other (622),"[""m<sup>2<\/sup>"",""kg""]",,,,
IMPORT,7019.80,2026-02-13T21:07:18.228243+00:00,7019.80,1,Glass wool and articles of glass wool:,,,,,
IMPORT,7019.80.10,2026-02-13T21:07:18.228243+00:00,7019.80.10,2,Insulation products,,4.9%,"Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",50%,
IMPORT,7019.80.10.10,2026-02-13T21:07:18.228243+00:00,7019.80.10.10,3,Batts,"[""m<sup>2<\/sup>"",""kg""]",,,,
IMPORT,7019.80.10.20,2026-02-13T21:07:18.228243+00:00,7019.80.10.20,3,Pipe coverings,"[""m<sup>2<\/sup>"",""kg""]",,,,
IMPORT,7019.80.10.90,2026-02-13T21:07:18.228243+00:00,7019.80.10.90,3,Other,"[""kg""]",,,,
IMPORT,7019.80.90.00,2026-02-13T21:07:18.228243+00:00,7019.80.90.00,2,Other,"[""kg"",""m<sup>2<\/sup>""]",4.3%,"Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",50%,
IMPORT,7019.90,2026-02-13T21:07:18.228243+00:00,7019.90,1,Other:,,,,,
IMPORT,7019.90.11.00,2026-02-13T21:07:18.228243+00:00,7019.90.11.00,2,Woven,"[""m<sup>2<\/sup>"",""kg""]",4.8%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7019.90.51,2026-02-13T21:07:18.228243+00:00,7019.90.51,2,Other,,4.3%,"Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",50%,
IMPORT,7019.90.51.20,2026-02-13T21:07:18.228243+00:00,7019.90.51.20,3,Glass fibers in bulk,"[""kg"",""m<sup>2<\/sup>""]",,,,
IMPORT,7019.90.51.40,2026-02-13T21:07:18.228243+00:00,7019.90.51.40,3,Glass fiber filters,"[""kg"",""m<sup>2<\/sup>""]",,,,
IMPORT,7019.90.51.50,2026-02-13T21:07:18.228243+00:00,7019.90.51.50,3,Other,"[""kg"",""m<sup>2<\/sup>""]",,,,
IMPORT,7020.00,2026-02-13T21:07:18.228243+00:00,7020.00,0,Other articles of glass:,,,,,
IMPORT,7020.00.30.00,2026-02-13T21:07:18.228243+00:00,7020.00.30.00,1,Quartz reactor tubes and holders designed for insertion into diffusion and oxidation furnaces for production of semiconductor wafers,"[""No.""]",Free,,55%,
IMPORT,7020.00.40.00,2026-02-13T21:07:18.228243+00:00,7020.00.40.00,1,Glass inners for vacuum flasks or for other vacuum vessels,"[""No.""]",6.6%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",37.5¢ each + 45%,
IMPORT,7020.00.60.00,2026-02-13T21:07:18.228243+00:00,7020.00.60.00,1,Other,"[""No.""]",5%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",55%,
